CustomerID,AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup
4783,1485.6,9,2.22,148.56,Sports,27.85,85.2,Debit Card,South,18-25
4784,1912.9,8,6.83,212.54,Clothing,27.71,80.95,Gift Card,East,36-45
4785,4153.13,5,5.96,692.19,Books,32.05,58.63,Debit Card,West,46-55
4786,2316.63,9,9.54,231.66,Sports,31.99,76.93,Debit Card,South,26-35
4787,2938.58,10,6.53,267.14,Beauty,37.36,70.73,Debit Card,East,26-35
4788,2109.6,7,6.29,263.7,Electronics,26.42,78.99,Gift Card,South,18-25
4789,1245.82,10,8.91,113.26,Toys,28.93,87.59,Debit Card,East,18-25
4790,2397.85,7,8.35,299.73,Books,27.85,76.12,Cash,East,46-55
4791,2340.64,4,11.91,468.13,Sports,20.75,76.69,Gift Card,South,18-25
4792,2260.07,7,4.87,282.51,Clothing,27.16,77.49,Cash,North,56+
4793,2431.22,8,8.57,270.14,Clothing,30.29,75.78,Credit Card,Central,46-55
4794,2658.56,6,2.84,379.79,Books,26.88,73.52,PayPal,South,46-55
4795,2409.93,8,9.85,267.77,Books,30.18,76.0,PayPal,Central,36-45
4796,1741.6,12,9.65,133.97,Clothing,35.95,82.65,Cash,East,56+
4797,2791.71,8,8.98,310.19,Groceries,32.09,72.19,Debit Card,South,46-55
4798,1330.38,13,2.31,95.03,Automotive,36.17,86.75,Credit Card,South,46-55
4799,1269.79,18,11.86,66.83,Groceries,47.23,87.35,Cash,North,46-55
4800,2943.51,8,11.37,327.06,Sports,32.84,70.68,PayPal,South,56+
4801,2804.21,10,5.07,254.93,Groceries,36.69,72.07,Gift Card,Central,46-55
4802,2465.56,14,7.35,164.37,Beauty,44.1,75.44,Credit Card,Central,36-45
4803,1662.73,9,10.78,166.27,Home Decor,28.74,83.44,PayPal,Central,18-25
4804,2075.25,13,6.44,148.23,Groceries,39.88,79.33,Debit Card,West,56+
4805,2342.35,10,7.59,212.94,Automotive,34.39,76.67,PayPal,South,36-45
4806,1542.46,9,7.64,154.25,Automotive,28.14,84.64,Gift Card,South,56+
4807,2056.58,13,8.14,146.9,Automotive,39.79,79.52,PayPal,West,18-25
4808,2891.4,12,7.33,222.42,Health,41.67,71.2,Debit Card,North,26-35
4809,3356.38,15,5.47,209.77,Electronics,50.81,66.57,Cash,West,46-55
4810,2248.34,12,6.93,172.95,Toys,38.47,77.61,Gift Card,West,56+
4811,2953.89,13,10.59,210.99,Groceries,44.26,70.58,Credit Card,West,56+
4812,1351.56,4,10.51,270.31,Automotive,15.82,86.54,Debit Card,South,18-25
4813,2895.67,9,9.5,289.57,Health,34.88,71.16,Cash,Central,56+
4814,2017.63,12,5.56,155.2,Groceries,37.32,79.9,Cash,West,36-45
4815,2684.41,10,9.65,244.04,Sports,36.1,73.26,Gift Card,South,36-45
4816,2351.35,13,5.27,167.95,Health,41.26,76.58,Debit Card,East,56+
4817,3292.25,10,8.3,299.3,Home Decor,39.12,67.21,Debit Card,Central,36-45
4818,1975.34,15,7.24,123.46,Groceries,43.93,80.32,Cash,North,26-35
4819,2876.56,8,4.3,319.62,Sports,32.51,71.35,Credit Card,North,46-55
4820,2332.3,13,5.98,166.59,Automotive,41.16,76.77,Cash,North,26-35
4821,2405.02,4,10.13,481.0,Groceries,21.07,76.04,Cash,West,18-25
4822,2389.69,9,11.04,238.97,Clothing,32.36,76.2,Gift Card,South,46-55
4823,1992.6,8,3.26,221.4,Beauty,28.11,80.15,Cash,West,18-25
4824,2491.54,8,6.02,276.84,Electronics,30.59,75.18,Cash,West,46-55
4825,2462.41,11,5.77,205.2,Beauty,37.26,75.47,PayPal,West,46-55
4826,2644.74,12,6.38,203.44,Electronics,40.44,73.66,Cash,East,26-35
4827,2550.7,3,11.74,637.68,Clothing,19.52,74.59,Credit Card,South,36-45
4828,2978.8,13,6.71,212.77,Sports,44.38,70.33,Cash,South,56+
4829,3054.11,9,10.13,305.41,Groceries,35.66,69.58,PayPal,Central,56+
4830,1869.63,7,8.3,233.7,Toys,25.22,81.38,Gift Card,West,26-35
4831,3021.26,8,2.18,335.7,Electronics,33.23,69.91,Debit Card,West,18-25
4832,1788.2,6,8.65,255.46,Home Decor,22.54,82.19,Cash,South,36-45
4833,2852.71,12,8.12,219.44,Groceries,41.48,71.59,PayPal,East,56+
4834,2871.84,13,9.34,205.13,Beauty,43.85,71.39,Cash,North,26-35
4835,1353.21,12,1.82,104.09,Books,34.01,86.52,PayPal,Central,36-45
4836,2555.79,19,3.65,127.79,Groceries,55.91,74.54,Gift Card,South,46-55
4837,2218.9,5,9.46,369.82,Toys,22.41,77.9,Gift Card,South,36-45
4838,2044.74,6,5.08,292.11,Health,23.82,79.63,Credit Card,West,18-25
4839,3310.51,8,11.02,367.83,Electronics,34.67,67.03,Gift Card,North,36-45
4840,2107.79,15,6.69,131.74,Health,44.59,79.01,Gift Card,Central,36-45
4841,2016.17,9,1.01,201.62,Books,30.5,79.92,Debit Card,North,18-25
4842,2545.42,16,8.69,149.73,Groceries,49.04,74.65,PayPal,South,18-25
4843,2911.35,11,6.65,242.61,Groceries,39.5,71.0,PayPal,Central,46-55
4844,2415.01,5,4.49,402.5,Books,23.39,75.95,PayPal,Central,36-45
4845,3199.82,7,1.22,399.98,Books,31.85,68.13,PayPal,South,36-45
4846,2818.59,11,3.19,234.88,Clothing,39.04,71.93,PayPal,North,56+
4847,1193.07,9,2.78,119.31,Books,26.4,88.12,Debit Card,West,56+
4848,2182.32,14,7.41,145.49,Sports,42.69,78.26,Gift Card,North,46-55
4849,2162.89,9,9.47,216.29,Toys,31.23,78.46,Debit Card,North,46-55
4850,2787.62,15,3.58,174.23,Groceries,47.97,72.23,PayPal,Central,46-55
4851,925.11,15,8.67,57.82,Home Decor,38.7,90.79,Cash,East,46-55
4852,4029.41,15,10.9,251.84,Groceries,54.16,59.87,Credit Card,North,26-35
4853,2818.62,11,7.84,234.88,Books,39.04,71.93,Debit Card,South,36-45
4854,2589.33,9,9.53,258.93,Clothing,33.35,74.21,Cash,West,18-25
4855,3208.94,9,3.25,320.89,Books,36.44,68.04,Credit Card,Central,46-55
4856,3906.19,11,1.82,325.52,Toys,44.45,61.09,Credit Card,South,36-45
4857,3022.45,12,5.02,232.5,Books,42.33,69.89,PayPal,West,56+
4858,3069.29,12,8.8,236.1,Toys,42.56,69.43,Cash,South,26-35
4859,2578.41,4,8.55,515.68,Books,21.93,74.32,Debit Card,North,26-35
4860,2415.08,10,11.51,219.55,Automotive,34.76,75.94,Credit Card,South,46-55
4861,2214.52,8,7.93,246.06,Toys,29.21,77.94,Debit Card,South,36-45
4862,2004.33,12,5.52,154.18,Groceries,37.25,80.04,Gift Card,North,56+
4863,2087.79,10,9.77,189.8,Beauty,33.13,79.2,PayPal,South,56+
4864,1689.67,18,2.68,88.93,Clothing,49.32,83.17,PayPal,East,36-45
4865,2454.48,14,9.94,163.63,Clothing,44.04,75.55,Cash,North,36-45
4866,1489.2,11,5.03,124.1,Books,32.42,85.17,Cash,West,56+
4867,2614.55,9,2.69,261.45,Sports,33.48,73.96,Gift Card,South,56+
4868,2478.2,11,2.78,206.52,Toys,37.34,75.32,PayPal,North,46-55
4869,2588.16,7,11.82,323.52,Toys,28.8,74.22,Gift Card,Central,46-55
4870,2186.72,11,7.86,182.23,Health,35.89,78.22,PayPal,South,18-25
4871,4346.12,10,2.92,395.1,Automotive,44.37,56.71,Debit Card,West,56+
4872,3316.07,9,3.95,331.61,Toys,36.97,66.97,Cash,East,36-45
4873,1753.27,9,5.09,175.33,Books,29.19,82.54,Debit Card,Central,36-45
4874,2639.72,13,1.61,188.55,Health,42.69,73.71,Gift Card,North,56+
4875,2135.2,9,2.19,213.52,Health,31.09,78.73,Credit Card,Central,56+
4876,1891.31,4,9.38,378.26,Clothing,18.51,81.16,Credit Card,Central,46-55
4877,1695.96,13,9.66,121.14,Clothing,37.99,83.11,Gift Card,East,18-25
4878,2759.33,15,11.87,172.46,Clothing,47.83,72.52,Gift Card,East,18-25
4879,2091.17,9,1.74,209.12,Toys,30.87,79.17,Credit Card,Central,56+
4880,3080.7,14,10.78,205.38,Beauty,47.16,69.31,Credit Card,South,18-25
4881,3096.27,14,4.49,206.42,Toys,47.24,69.16,Gift Card,North,18-25
4882,3324.35,12,4.61,255.72,Automotive,43.83,66.89,PayPal,North,56+
4883,1988.57,13,2.4,142.04,Sports,39.45,80.19,PayPal,North,36-45
4884,2785.22,13,11.85,198.94,Home Decor,43.42,72.26,Cash,West,18-25
4885,2879.47,9,11.79,287.95,Automotive,34.8,71.32,Credit Card,West,18-25
4886,2215.49,11,10.51,184.62,Beauty,36.03,77.93,Debit Card,West,36-45
4887,2036.94,15,2.0,127.31,Groceries,44.24,79.71,PayPal,South,26-35
4888,3465.71,18,10.26,182.41,Sports,58.17,65.48,Gift Card,South,56+
4889,2636.5,13,7.98,188.32,Clothing,42.68,73.74,Credit Card,Central,56+
4890,2881.58,15,2.42,180.1,Groceries,48.44,71.3,Debit Card,Central,36-45
4891,2006.75,12,3.88,154.37,Clothing,37.27,80.01,Gift Card,Central,56+
4892,1768.43,5,8.58,294.74,Sports,20.17,82.39,Credit Card,Central,36-45
4893,2158.33,8,9.84,239.81,Clothing,28.93,78.5,PayPal,South,46-55
4894,2425.59,11,10.33,202.13,Home Decor,37.08,75.84,Credit Card,South,56+
4895,1861.47,8,6.98,206.83,Home Decor,27.45,81.46,PayPal,North,36-45
4896,2494.09,12,6.88,191.85,Groceries,39.69,75.16,Gift Card,Central,36-45
4897,1486.9,9,8.53,148.69,Groceries,27.86,85.19,Gift Card,East,56+
4898,1827.97,12,9.55,140.61,Books,36.38,81.79,PayPal,South,18-25
4899,2902.55,9,2.88,290.25,Clothing,34.91,71.09,PayPal,East,36-45
4900,2862.27,7,9.14,357.78,Clothing,30.16,71.49,Credit Card,North,18-25
4901,2264.87,10,4.76,205.9,Home Decor,34.01,77.44,Credit Card,West,56+
4902,1889.34,12,5.22,145.33,Home Decor,36.68,81.18,PayPal,South,18-25
4903,1883.56,11,1.85,156.96,Groceries,34.38,81.24,Cash,Central,36-45
4904,2276.04,9,7.47,227.6,Automotive,31.79,77.33,Debit Card,West,18-25
4905,2886.71,9,2.03,288.67,Clothing,34.83,71.25,Gift Card,West,36-45
4906,3056.95,6,11.04,436.71,Clothing,28.86,69.55,Gift Card,North,46-55
4907,2202.08,13,7.83,157.29,Beauty,40.51,78.07,Cash,West,18-25
4908,1807.9,14,11.89,120.53,Home Decor,40.82,81.99,Debit Card,East,46-55
4909,2660.71,14,3.7,177.38,Health,45.07,73.5,Credit Card,North,26-35
4910,2005.88,17,8.48,111.44,Automotive,48.63,80.02,Debit Card,North,46-55
4911,2189.05,14,11.61,145.94,Electronics,42.72,78.2,Debit Card,East,26-35
4912,3295.17,9,4.28,329.52,Automotive,36.87,67.18,PayPal,South,18-25
4913,2996.27,10,2.06,272.39,Health,37.65,70.16,Cash,South,36-45
4914,2594.78,7,7.97,324.35,Toys,28.83,74.15,Debit Card,West,46-55
4915,1736.85,5,5.03,289.47,Books,20.01,82.7,Cash,North,46-55
4916,2626.84,9,4.0,262.68,Groceries,33.54,73.84,Debit Card,South,26-35
4917,3137.59,8,11.93,348.62,Toys,33.81,68.75,PayPal,West,56+
4918,2274.62,8,9.3,252.74,Electronics,29.51,77.34,PayPal,North,36-45
4919,3310.67,9,6.34,331.07,Toys,36.94,67.02,PayPal,North,56+
4920,3275.65,7,1.55,409.46,Health,32.22,67.37,PayPal,West,56+
4921,3498.24,6,3.11,499.75,Automotive,31.06,65.16,Cash,East,26-35
4922,2683.15,9,4.29,268.31,Clothing,33.82,73.27,PayPal,North,46-55
4923,2852.44,11,6.36,237.7,Books,39.21,71.59,PayPal,Central,26-35
4924,3348.51,16,6.47,196.97,Beauty,53.04,66.65,Debit Card,East,36-45
4925,2768.44,3,1.27,692.11,Electronics,20.61,72.42,Debit Card,South,26-35
4926,2199.26,8,11.38,244.36,Sports,29.13,78.09,Credit Card,South,46-55
4927,2230.87,11,6.97,185.91,Books,36.11,77.78,Gift Card,East,46-55
4928,2643.13,11,1.22,220.26,Groceries,38.16,73.67,Debit Card,West,46-55
4929,1725.66,12,8.71,132.74,Electronics,35.87,82.81,Debit Card,Central,18-25
4930,2414.04,6,1.78,344.86,Clothing,25.66,75.95,Debit Card,South,36-45
4931,3157.93,6,8.93,451.13,Groceries,29.36,68.55,Credit Card,East,46-55
4932,1185.25,6,8.72,169.32,Automotive,19.54,88.19,Credit Card,Central,36-45
4933,3420.69,9,11.83,342.07,Health,37.49,65.93,Cash,West,56+
4934,3173.42,6,4.76,453.35,Books,29.44,68.39,Credit Card,East,26-35
4935,2224.14,4,2.59,444.83,Beauty,20.17,77.85,Gift Card,West,46-55
4936,2826.03,12,2.01,217.39,Groceries,41.35,71.85,Gift Card,West,36-45
4937,2501.89,12,1.79,192.45,Clothing,39.73,75.08,Gift Card,South,26-35
4938,3237.99,17,9.91,179.89,Toys,54.76,67.75,Gift Card,North,36-45
4939,3089.61,9,8.9,308.96,Groceries,35.84,69.23,Debit Card,Central,18-25
4940,1659.96,5,11.74,276.66,Home Decor,19.63,83.47,Credit Card,South,36-45
4941,2852.36,8,4.4,316.93,Toys,32.39,71.59,Credit Card,East,26-35
4942,2376.62,7,9.83,297.08,Groceries,27.75,76.33,Credit Card,South,56+
4943,2549.7,13,2.02,182.12,Clothing,42.24,74.6,Credit Card,West,18-25
4944,2063.1,11,10.94,171.92,Sports,35.27,79.45,PayPal,West,26-35
4945,3548.88,12,1.57,272.99,Sports,44.95,64.65,Cash,North,46-55
4946,3124.04,14,9.67,208.27,Home Decor,47.38,68.88,Cash,West,46-55
4947,2056.14,7,4.38,257.02,Automotive,26.15,79.52,Debit Card,East,56+
4948,1699.23,12,2.99,130.71,Sports,35.74,83.07,Debit Card,North,56+
4949,2268.6,6,8.75,324.09,Electronics,24.93,77.4,Gift Card,North,26-35
4950,2760.7,5,10.85,460.12,Books,25.11,72.5,Gift Card,Central,36-45
4951,2644.12,8,9.41,293.79,Books,31.35,73.66,Credit Card,West,36-45
4952,3251.88,14,4.44,216.79,Automotive,48.01,67.61,PayPal,Central,36-45
4953,2973.95,13,4.89,212.43,Automotive,44.36,70.38,Debit Card,North,46-55
4954,3081.74,9,3.08,308.17,Beauty,35.8,69.3,Cash,South,46-55
4955,2696.11,9,10.06,269.61,Groceries,33.88,73.15,PayPal,East,36-45
4956,1666.42,10,2.18,151.49,Toys,31.03,83.4,Gift Card,West,36-45
4957,2382.58,15,10.94,148.91,Home Decor,45.96,76.27,Gift Card,East,46-55
4958,3136.05,12,7.61,241.23,Sports,42.89,68.76,Cash,South,26-35
4959,2469.09,12,7.48,189.93,Automotive,39.57,75.41,Gift Card,Central,26-35
4960,2801.85,4,10.22,560.37,Automotive,23.04,72.09,Debit Card,North,36-45
4961,2308.75,6,8.34,329.82,Toys,25.13,77.0,Debit Card,North,56+
4962,1882.11,11,4.35,156.84,Beauty,34.37,81.25,PayPal,South,36-45
4963,2425.99,4,4.84,485.2,Home Decor,21.17,75.84,Debit Card,East,46-55
4964,2685.43,13,2.9,191.82,Sports,42.92,73.25,PayPal,North,18-25
4965,2106.59,8,6.1,234.07,Beauty,28.67,79.02,Gift Card,East,56+
4966,2358.57,8,2.21,262.06,Toys,29.93,76.51,Debit Card,Central,46-55
4967,1936.32,3,8.18,484.08,Toys,16.46,80.71,Gift Card,West,26-35
4968,3171.55,12,2.86,243.97,Automotive,43.07,68.41,Gift Card,East,56+
4969,2323.33,8,10.5,258.15,Clothing,29.75,76.86,PayPal,South,46-55
4970,3371.65,8,8.71,374.63,Automotive,34.97,66.42,Debit Card,East,56+
4971,3417.25,12,10.81,262.87,Toys,44.29,65.96,Gift Card,West,56+
4972,2451.37,17,1.96,136.19,Electronics,50.84,75.58,Gift Card,South,56+
4973,1894.93,12,9.78,145.76,Beauty,36.71,81.13,Cash,East,56+
4974,1248.46,14,10.69,83.23,Clothing,38.04,87.56,Credit Card,South,26-35
4975,1616.78,8,1.49,179.64,Clothing,26.23,83.9,PayPal,South,18-25
4976,1675.7,10,11.99,152.34,Health,31.07,83.31,Cash,North,26-35
4977,3327.08,13,4.31,237.65,Beauty,46.12,66.86,Gift Card,East,56+
4978,2569.49,12,3.33,197.65,Beauty,40.07,74.41,PayPal,North,36-45
4979,2733.76,8,5.56,303.75,Health,31.8,72.77,Debit Card,North,36-45
4980,1167.75,14,1.09,77.85,Home Decor,37.63,88.37,PayPal,North,46-55
4981,1781.22,5,10.74,296.87,Beauty,20.23,82.26,Cash,Central,56+
4982,3032.25,10,3.95,275.66,Beauty,37.83,69.8,Gift Card,Central,36-45
4983,2672.06,6,6.74,381.72,Toys,26.94,73.38,Debit Card,West,26-35
4984,2411.68,11,7.86,200.97,Health,37.01,75.98,Debit Card,East,26-35
4985,2838.91,17,9.7,157.72,Electronics,52.77,71.72,Cash,East,26-35
4986,3481.48,6,3.75,497.35,Toys,30.98,65.32,PayPal,East,36-45
4987,2367.37,13,8.89,169.1,Electronics,41.34,76.42,Credit Card,North,26-35
4988,2541.62,5,2.29,423.6,Books,24.02,74.68,Debit Card,Central,36-45
4989,2615.56,10,8.75,237.78,Automotive,35.75,73.95,Debit Card,North,46-55
4990,3935.27,10,11.11,357.75,Health,42.33,60.8,Gift Card,South,46-55
4991,1240.39,7,1.94,155.05,Groceries,22.09,87.65,PayPal,West,26-35
4992,2909.93,9,2.28,290.99,Clothing,34.95,71.02,Cash,South,18-25
4993,2431.12,10,7.13,221.01,Automotive,34.83,75.78,Debit Card,South,56+
4994,2840.06,13,1.51,202.86,Automotive,43.69,71.71,Cash,North,18-25
4995,2105.58,5,3.06,350.93,Groceries,21.85,79.03,Debit Card,Central,46-55
4996,2470.62,12,3.09,190.05,Groceries,39.58,75.39,Debit Card,West,56+
4997,2926.85,14,6.29,195.12,Sports,46.39,70.85,Cash,South,36-45
4998,4367.75,7,3.73,545.97,Books,37.66,56.5,PayPal,North,36-45
4999,2984.82,7,6.23,373.1,Home Decor,30.77,70.27,Debit Card,East,18-25
5000,1991.16,10,6.73,181.01,Health,32.64,80.17,Credit Card,South,26-35
5001,2245.74,7,9.04,280.72,Electronics,27.09,77.63,Credit Card,North,26-35
5002,2227.95,8,11.41,247.55,Automotive,29.28,77.81,PayPal,North,36-45
5003,1422.61,9,6.54,142.26,Books,27.54,85.83,Debit Card,East,46-55
5004,2301.95,11,4.91,191.83,Toys,36.46,77.07,Credit Card,West,18-25
5005,2939.7,12,3.85,226.13,Toys,41.91,70.72,PayPal,Central,26-35
5006,1735.46,6,7.98,247.92,Automotive,22.28,82.71,PayPal,South,18-25
5007,3129.09,15,11.37,195.57,Books,49.67,68.83,Credit Card,North,46-55
5008,2792.66,7,9.41,349.08,Toys,29.82,72.18,Gift Card,South,36-45
5009,2059.46,16,3.27,121.14,Toys,46.62,79.49,Credit Card,Central,18-25
5010,2415.08,8,10.83,268.34,Beauty,30.21,75.94,PayPal,South,18-25
5011,3458.99,15,9.09,216.19,Books,51.32,65.55,Debit Card,South,18-25
5012,2940.13,10,2.41,267.28,Groceries,37.37,70.71,Credit Card,North,46-55
5013,2505.27,9,8.84,250.53,Home Decor,32.93,75.05,PayPal,Central,26-35
5014,2357.39,10,4.18,214.31,Automotive,34.47,76.52,Credit Card,North,56+
5015,2545.97,15,6.41,159.12,Sports,46.77,74.64,Debit Card,East,46-55
5016,2192.94,8,4.3,243.66,Sports,29.1,78.16,PayPal,North,26-35
5017,1237.15,12,1.92,95.17,Clothing,33.43,87.68,PayPal,North,36-45
5018,3725.31,13,9.45,266.09,Electronics,48.1,62.89,Credit Card,North,18-25
5019,2593.19,8,10.12,288.13,Automotive,31.1,74.17,Cash,East,18-25
5020,2738.89,7,3.55,342.36,Electronics,29.55,72.72,Cash,North,56+
5021,2465.26,18,3.64,129.75,Clothing,53.19,75.44,PayPal,North,36-45
5022,2058.93,12,5.73,158.38,Sports,37.53,79.49,Cash,North,36-45
5023,2388.45,6,9.93,341.21,Sports,25.53,76.21,Cash,South,18-25
5024,1540.36,8,1.85,171.15,Books,25.85,84.66,Credit Card,Central,46-55
5025,3866.25,11,9.9,322.19,Automotive,44.25,61.49,Cash,East,26-35
5026,1759.29,13,11.15,125.66,Automotive,38.31,82.48,Cash,Central,18-25
5027,1880.82,6,7.18,268.69,Clothing,23.0,81.27,PayPal,Central,46-55
5028,2235.84,7,1.66,279.48,Automotive,27.04,77.73,Cash,North,18-25
5029,3272.85,18,3.97,172.26,Clothing,57.21,67.4,Cash,West,26-35
5030,2508.71,13,2.23,179.19,Beauty,42.04,75.01,Gift Card,East,56+
5031,1758.32,9,3.85,175.83,Sports,29.21,82.49,Credit Card,Central,36-45
5032,3252.6,9,9.93,325.26,Groceries,36.65,67.6,PayPal,North,18-25
5033,2938.6,10,1.61,267.15,Home Decor,37.36,70.73,PayPal,West,46-55
5034,2823.06,11,4.12,235.26,Books,39.06,71.88,Credit Card,North,56+
5035,2929.44,5,6.69,488.24,Automotive,25.95,70.82,Gift Card,West,36-45
5036,3936.62,11,10.61,328.05,Home Decor,44.61,60.79,Debit Card,South,26-35
5037,3811.06,9,3.75,381.11,Electronics,39.43,62.04,Debit Card,North,36-45
5038,2087.97,6,9.56,298.28,Beauty,24.03,79.2,Gift Card,West,56+
5039,3474.33,11,7.42,289.53,Beauty,42.3,65.39,Debit Card,West,46-55
5040,2729.9,6,8.44,389.99,Beauty,27.23,72.81,Credit Card,Central,36-45
5041,2799.46,10,10.48,254.5,Automotive,36.67,72.12,Gift Card,East,18-25
5042,1484.64,13,1.29,106.05,Sports,36.94,85.21,PayPal,Central,56+
5043,2397.77,10,6.83,217.98,Electronics,34.67,76.12,Debit Card,East,56+
5044,2012.31,7,9.22,251.54,Health,25.93,79.96,PayPal,Central,56+
5045,2996.84,10,10.73,272.44,Health,37.65,70.15,PayPal,South,26-35
5046,3142.65,6,2.46,448.95,Automotive,29.29,68.7,Cash,West,18-25
5047,1255.31,11,4.76,104.61,Beauty,31.25,87.5,Debit Card,Central,18-25
5048,2486.78,10,1.86,226.07,Beauty,35.11,75.23,Cash,North,56+
5049,3173.12,3,10.18,793.28,Health,22.62,68.39,Cash,North,36-45
5050,2387.99,10,10.43,217.09,Electronics,34.62,76.21,Cash,North,18-25
5051,2937.44,3,6.32,734.36,Toys,21.45,70.74,Debit Card,Central,46-55
5052,2710.7,6,1.23,387.24,Books,27.14,73.0,PayPal,South,36-45
5053,2705.0,8,2.12,300.56,Toys,31.65,73.06,PayPal,North,56+
5054,2337.21,10,7.87,212.47,Electronics,34.37,76.72,Cash,South,26-35
5055,1770.05,13,11.81,126.43,Automotive,38.36,82.37,Gift Card,West,46-55
5056,1827.08,11,10.23,152.26,Home Decor,34.1,81.8,Credit Card,Central,46-55
5057,2925.61,14,9.78,195.04,Sports,46.39,70.86,Gift Card,North,36-45
5058,2511.67,12,5.6,193.21,Beauty,39.78,74.98,Debit Card,North,56+
5059,2416.89,13,11.84,172.64,Sports,41.58,75.93,PayPal,East,36-45
5060,2245.67,7,10.07,280.71,Home Decor,27.09,77.63,Gift Card,South,18-25
5061,2316.89,12,4.69,178.22,Clothing,38.81,76.92,Gift Card,South,36-45
5062,3128.15,5,9.23,521.36,Clothing,26.94,68.84,Debit Card,West,56+
5063,2298.85,15,5.76,143.68,Health,45.54,77.1,Gift Card,West,18-25
5064,1695.36,9,8.27,169.54,Books,28.9,83.11,Debit Card,North,18-25
5065,2946.19,9,11.67,294.62,Clothing,35.13,70.65,Cash,Central,46-55
5066,2377.07,9,3.71,237.71,Clothing,32.29,76.32,Credit Card,West,56+
5067,2518.84,9,9.75,251.88,Electronics,33.0,74.91,Cash,Central,18-25
5068,3464.55,7,7.49,433.07,Toys,33.16,65.49,Cash,Central,56+
5069,2487.66,8,11.45,276.41,Electronics,30.57,75.22,Debit Card,North,26-35
5070,2673.51,9,2.48,267.35,Health,33.77,73.37,Cash,West,36-45
5071,1792.65,8,8.92,199.18,Clothing,27.11,82.14,Gift Card,East,56+
5072,2368.2,11,1.41,197.35,Health,36.79,76.41,Debit Card,West,18-25
5073,2865.72,14,3.71,191.05,Groceries,46.09,71.46,PayPal,North,26-35
5074,1566.78,6,4.53,223.83,Clothing,21.44,84.39,Credit Card,West,26-35
5075,2620.51,8,5.75,291.17,Beauty,31.23,73.9,PayPal,West,46-55
5076,2560.47,15,11.62,160.03,Books,46.84,74.5,Cash,Central,18-25
5077,2524.77,7,1.74,315.6,Clothing,28.48,74.85,Credit Card,West,46-55
5078,3122.3,12,2.86,240.18,Toys,42.82,68.9,PayPal,West,36-45
5079,2700.66,6,3.23,385.81,Health,27.09,73.1,Debit Card,Central,18-25
5080,3386.84,12,5.66,260.53,Electronics,44.14,66.27,Gift Card,South,18-25
5081,1903.85,9,1.67,190.38,Beauty,29.94,81.04,Debit Card,Central,56+
5082,2581.55,4,11.62,516.31,Sports,21.95,74.29,Gift Card,West,36-45
5083,2550.68,8,7.16,283.41,Groceries,30.88,74.59,PayPal,Central,18-25
5084,1858.45,9,9.95,185.84,Clothing,29.71,81.49,Cash,West,56+
5085,3073.78,9,9.5,307.38,Sports,35.76,69.38,Credit Card,North,18-25
5086,3894.8,17,8.27,216.38,Books,58.03,61.21,Credit Card,North,18-25
5087,2489.8,14,10.95,165.99,Books,44.22,75.2,Gift Card,South,18-25
5088,2803.01,18,10.93,147.53,Sports,54.87,72.08,PayPal,North,18-25
5089,2550.71,17,2.41,141.71,Books,51.34,74.59,Debit Card,Central,56+
5090,2071.85,12,10.92,159.37,Toys,37.59,79.36,PayPal,West,18-25
5091,1407.54,7,6.76,175.94,Beauty,22.92,85.98,Debit Card,Central,36-45
5092,2076.54,9,3.95,207.65,Health,30.8,79.32,Gift Card,South,18-25
5093,1664.82,9,7.69,166.48,Beauty,28.75,83.42,Credit Card,East,56+
5094,3522.46,12,4.09,270.96,Home Decor,44.82,64.91,Debit Card,North,18-25
5095,2430.93,14,6.27,162.06,Books,43.92,75.79,Credit Card,Central,46-55
5096,2292.45,9,9.98,229.24,Groceries,31.87,77.17,PayPal,East,46-55
5097,3033.49,11,1.35,252.79,Sports,40.11,69.78,Cash,East,46-55
5098,1826.95,10,3.01,166.09,Clothing,31.83,81.8,Debit Card,West,56+
5099,2039.88,14,11.52,135.99,Health,41.98,79.68,Gift Card,East,36-45
5100,2540.84,14,5.9,169.39,Electronics,44.47,74.69,Cash,South,26-35
5101,3117.26,5,4.34,519.54,Groceries,26.89,68.95,Credit Card,South,56+
5102,2801.01,5,11.16,466.84,Toys,25.31,72.1,Debit Card,North,36-45
5103,2649.0,10,11.02,240.82,Books,35.92,73.61,Cash,West,26-35
5104,2546.87,8,1.49,282.99,Automotive,30.87,74.63,Gift Card,East,46-55
5105,2740.14,15,4.99,171.26,Health,47.74,72.71,Cash,North,36-45
5106,2620.99,13,11.04,187.21,Automotive,42.6,73.89,Credit Card,South,18-25
5107,1882.02,9,2.98,188.2,Clothing,29.83,81.25,PayPal,West,18-25
5108,2527.65,8,7.36,280.85,Sports,30.77,74.82,Gift Card,West,26-35
5109,1855.79,5,4.53,309.3,Groceries,20.61,81.52,Gift Card,West,26-35
5110,2548.65,13,9.1,182.05,Health,42.24,74.61,Cash,East,26-35
5111,2211.61,12,2.74,170.12,Beauty,38.29,77.97,Debit Card,Central,26-35
5112,4023.63,14,7.56,268.24,Toys,51.86,59.92,Debit Card,South,18-25
5113,2476.06,6,1.0,353.72,Electronics,25.97,75.34,PayPal,Central,56+
5114,1657.46,11,3.78,138.12,Books,33.25,83.49,Debit Card,South,36-45
